date,dax,djia,nasdaq,snp,stoxx50,vixcls
2010-07-01,-0.01811909835816794,-0.0042448511452641835,-0.003735887351538403,-0.003240451850062165,-0.021244992676907826,-0.04863925883034159
2010-07-02,-0.003974485960649976,-0.004731534627511191,-0.004554225602799056,-0.004662368984213905,0.0014730927855648446,-0.08338405356055989
2010-07-06,0.018311164401754176,0.005898907057405145,0.0009990696776618346,0.0053590349008354465,0.022332193505469222,-0.015604249667994785
2010-07-07,0.00873254634330567,0.02818871761233699,0.03132466600998418,0.031330816442115994,0.021600096667069524,-0.09477234401349066
2010-07-08,0.0071418811683297,0.012048970253439872,0.007376778197394129,0.0094126777252459,0.01215842388596644,-0.04210134128166909
2010-07-09,0.004900885277743017,0.005823068928700215,0.009676404315660303,0.007203887876664261,0.0055430237668319116,-0.02839362115908206
2010-07-12,0.0019701951677053575,0.001788507928662364,0.0008696560552770016,0.0007329019894830591,0.0018238613640790824,-0.022017614091273008
2010-07-13,0.0187487873682044,0.014364343027041926,0.019864771863784547,0.015378879258400868,0.019172849127463865,0.005321326238231672
2010-07-14,0.003009124885451797,0.00035705770783622803,0.0034834765364331055,-0.0001551317447318068,0.0005003937609231457,0.013436482084690615
2010-07-15,-0.009726608641239642,-0.0007148024828625976,-0.0003378062307866081,0.0011961028400810925,-0.0131984046918312,0.010044194455604671
2010-07-16,-0.01774003236603261,-0.025234227940926446,-0.031137187904076047,-0.028819472837069093,-0.021163141601287072,0.04415274463007157
2010-07-19,-0.005158735767908373,0.005598123848635339,0.008801969008835897,0.0059818899501262734,-0.004161614355368881,-0.010666666666666713
2010-07-20,-0.006926088879863235,0.0074381600267769965,0.01103615646257361,0.01141655075845982,-0.0027784364714616983,-0.07855217558721594
2010-07-21,0.0038357245847817634,-0.010696981065144162,-0.015820054154664587,-0.012819816015428365,0.004658807156030065,0.07145842039281236
2010-07-22,0.025335625112975935,0.019936656139282638,0.02677228077691174,0.022513373129380954,0.028296788974534914,-0.039391575663026535
2010-07-23,0.00393835096602313,0.009912549909705026,0.010499213729708856,0.008220020333664868,0.0018126534316407206,-0.04709703613479499
2010-07-26,0.00451971796966677,0.009670335213040948,0.011879408559929416,0.011200166523855248,0.008822761336259477,-0.031529612270984164
2010-07-27,0.0021148940837463215,0.00116486854821507,-0.0035620211555402737,-0.001049357395455086,0.009547500978062118,0.020237571491421136
2010-07-28,-0.004570436748018825,-0.003777919579670219,-0.010352863979023352,-0.006921964766345989,-0.0011555051373176584,0.04570935748167315
2010-07-29,-0.0071597630697862735,-0.00292627914801602,-0.005683275190185522,-0.004158621481387237,-0.004764877206675844,-0.004948453608247472
2010-07-30,0.0021631081516935158,-0.00011652883703128225,0.0013367781883251162,6.349985761477939e-05,-0.003919474620322494,-0.026108578532946458
2010-08-02,0.02344833546009606,0.019915979303925635,0.018033510836759525,0.022022521358515457,0.029185246604046977,-0.06340425531914884
2010-08-03,0.0025079382170154485,-0.0035599257677271234,-0.005158269921957892,-0.0047963548504657005,-0.0011338619177587717,0.028169014084507005
2010-08-04,0.0037127862351880037,0.004141428332247177,0.008780325035205871,0.006051112253889768,0.002167496306401784,-0.018559434379142647
2010-08-05,0.0003553755644203349,-0.0005102059710315743,-0.004562487221899447,-0.0012685240167891187,-0.0020317972735355294,-0.004952723998199016
2010-08-06,-0.011675891689894358,-0.0020066452638678456,-0.0020017303872981174,-0.0037040386756750365,-0.01418771724995238,-0.01628959276018116
